year,month,monthly_anomaly,monthly_unc,annual_anomaly,annual_unc,5y_anomaly,5y_unc,10y_anomaly,10y_unc,20y_anomaly,20y_unc
1819,6,0.928,2.735,0.118,1.267,-0.318,0.748,-0.372,0.636,-0.420,0.588
1819,7,0.352,1.088,-0.396,1.076,-0.334,0.765,-0.388,0.636,-0.417,0.582
1819,8,0.880,2.062,-0.558,1.185,-0.343,0.725,-0.386,0.643,-0.425,0.576
1819,9,0.499,3.201,-0.725,0.862,-0.290,0.716,-0.344,0.627,-0.423,0.568
1819,10,-0.619,1.554,-0.637,0.797,-0.193,0.724,-0.324,0.645,-0.427,0.567
1819,11,-1.639,1.960,-0.497,0.760,-0.176,0.718,-0.314,0.683,-0.442,0.568
1819,12,-4.528,4.935,-0.775,0.782,-0.179,0.716,-0.294,0.732,-0.487,0.577
1820,1,-3.763,3.352,-0.973,0.776,-0.141,0.734,-0.240,0.743,-0.514,0.576
1820,2,0.235,3.378,-0.944,0.743,-0.156,0.738,-0.250,0.780,-0.530,0.571
1820,3,-0.767,2.696,-1.077,0.702,-0.169,0.776,-0.283,0.774,-0.529,0.570
1820,4,1.098,1.910,-1.059,0.771,-0.079,0.794,-0.284,0.784,-0.515,0.567
1820,5,1.367,1.934,-1.066,0.827,-0.073,0.796,-0.286,0.796,-0.510,0.565
1820,6,-2.414,1.183,-1.007,0.676,-0.077,0.833,-0.289,0.801,-0.494,0.559
1820,7,-2.020,1.189,-0.581,0.811,-0.227,0.828,-0.276,0.821,-0.497,0.552
1820,8,1.219,1.958,-0.744,1.157,-0.265,0.825,-0.272,0.835,-0.493,0.544
1820,9,-1.091,1.442,-0.874,1.146,-0.288,0.838,-0.253,0.819,-0.500,0.535
1820,10,-0.408,1.294,-0.739,1.322,-0.316,0.855,-0.255,0.824,-0.498,0.529
1820,11,-1.723,1.543,-0.821,1.239,-0.308,0.882,-0.229,0.840,-0.492,0.518
1820,12,-3.812,3.130,-0.926,1.197,-0.282,0.915,-0.167,0.833,-0.493,0.519
1821,1,1.347,3.855,-0.952,1.194,-0.295,0.928,-0.218,0.821,-0.491,0.514
1821,2,-1.721,4.758,-1.173,1.243,-0.249,0.912,-0.193,0.805,-0.485,0.501
1821,3,-2.325,1.850,-1.042,1.321,-0.246,0.899,-0.185,0.801,-0.496,0.501
1821,4,2.714,2.328,-1.021,1.341,-0.204,0.917,-0.188,0.790,-0.482,0.497
1821,5,0.383,1.661,-0.729,1.395,-0.184,0.971,-0.181,0.791,-0.497,0.492
1821,6,-3.673,2.223,-0.203,1.360,-0.140,0.974,-0.168,0.800,-0.515,0.493
1821,7,-2.338,2.246,-0.127,1.263,-0.139,0.953,-0.130,0.802,-0.522,0.485
1821,8,-1.431,1.715,0.278,1.126,-0.138,0.982,-0.096,0.804,-0.528,0.474
1821,9,0.478,1.354,0.762,1.141,-0.151,0.943,-0.085,0.801,-0.531,0.467
1821,10,-0.147,1.050,0.681,1.142,-0.158,0.938,-0.064,0.808,-0.530,0.475
1821,11,1.771,3.184,0.754,1.125,-0.173,0.955,-0.058,0.818,-0.535,0.471
1821,12,2.504,2.176,1.055,1.187,-0.210,0.962,-0.036,0.827,-0.541,0.473
1822,1,2.260,3.833,1.364,1.267,-0.231,0.970,-0.057,0.817,-0.528,0.478
1822,2,3.141,1.955,1.414,1.239,-0.248,0.986,-0.129,0.814,-0.526,0.493
1822,3,3.478,3.095,1.271,1.381,-0.223,0.961,-0.123,0.823,-0.526,0.502
1822,4,1.746,3.076,1.399,1.453,-0.210,0.994,-0.073,0.805,-0.514,0.520
1822,5,1.260,1.927,1.281,1.508,-0.174,1.056,-0.057,0.799,-0.519,0.518
1822,6,-0.062,1.238,0.926,1.573,-0.040,1.065,-0.040,0.801,-0.523,0.523
1822,7,1.369,1.206,0.127,1.504,0.074,1.088,-0.028,0.803,-0.531,0.523
1822,8,-0.838,1.713,-0.193,1.442,0.072,1.104,-0.031,0.792,-0.530,0.521
1822,9,-1.231,3.580,-0.466,1.421,0.030,1.084,-0.026,0.786,-0.531,0.513
1822,10,1.389,2.481,-0.766,1.485,0.003,1.096,0.010,0.777,-0.539,0.521
1822,11,0.360,2.223,-0.865,1.543,-0.022,1.121,-0.019,0.780,-0.538,0.530
1822,12,-1.760,2.740,-0.849,1.523,0.004,1.152,0.009,0.775,-0.516,0.536
1823,1,-7.331,1.595,-1.016,1.442,0.020,1.155,-0.028,0.764,-0.513,0.543
1823,2,-0.696,0.978,-0.862,1.387,-0.010,1.141,-0.059,0.765,-0.512,0.545
1823,3,0.202,2.039,-0.783,1.221,0.008,1.141,-0.068,0.767,-0.509,0.551
1823,4,-1.850,2.828,-0.798,1.235,0.002,1.165,-0.059,0.768,-0.522,0.546
1823,5,0.073,1.583,-0.771,1.147,0.058,1.201,-0.057,0.773,-0.510,0.539
1823,6,0.123,1.149,-0.534,1.055,0.177,1.173,-0.044,0.790,-0.497,0.535
1823,7,-0.626,0.985,0.280,1.053,0.078,1.152,-0.035,0.799,-0.498,0.529
1823,8,1.008,1.675,0.526,1.248,0.119,1.092,-0.028,0.789,-0.506,0.528
1823,9,-0.283,1.782,0.547,1.185,0.163,1.083,-0.034,0.782,-0.503,0.519
1823,10,1.207,2.312,0.669,1.122,0.101,1.069,-0.035,0.782,-0.499,0.515
1823,11,0.679,2.799,0.562,1.072,0.086,1.070,-0.038,0.809,-0.501,0.518
1823,12,1.084,2.624,0.444,0.945,0.157,1.075,-0.029,0.829,-0.492,0.531
1824,1,2.438,1.582,0.423,0.958,0.248,1.089,-0.088,0.825,-0.471,0.531
1824,2,2.263,3.828,0.327,1.039,0.308,1.085,-0.142,0.824,-0.442,0.538
1824,3,0.443,1.333,0.518,0.958,0.299,1.080,-0.176,0.795,-0.435,0.552
1824,4,-0.386,1.965,0.427,0.955,0.312,1.084,-0.181,0.779,-0.445,0.556
1824,5,-1.209,1.005,0.414,1.128,0.268,1.074,-0.188,0.791,-0.420,0.552
1824,6,-1.294,2.132,0.616,1.324,0.246,1.061,-0.204,0.811,-0.407,0.558
1824,7,-0.873,2.878,0.671,1.488,0.219,1.028,-0.203,0.822,-0.397,0.561
1824,8,-0.150,2.935,0.490,1.288,0.086,1.026,-0.216,0.828,-0.383,0.562
1824,9,2.013,2.033,0.181,1.310,0.044,1.020,-0.215,0.820,-0.365,0.562
1824,10,0.118,1.605,0.170,1.324,0.048,0.976,-0.234,0.837,-0.359,0.573
1824,11,0.526,3.413,0.258,1.364,0.061,0.967,-0.265,0.852,-0.359,0.596
1824,12,3.504,4.509,0.297,1.472,0.099,0.964,-0.300,0.841,-0.360,0.623
1825,1,3.094,3.657,0.280,1.474,0.085,0.956,-0.321,0.839,-0.336,0.626
1825,2,0.095,0.929,0.245,1.380,0.095,0.934,-0.355,0.838,-0.328,0.656
1825,3,-3.272,1.572,0.077,1.382,0.118,0.892,-0.351,0.818,-0.329,0.648
1825,4,-0.516,1.549,0.000,1.397,0.099,0.859,-0.353,0.816,-0.334,0.658
1825,5,-0.146,2.204,0.093,1.430,0.036,0.854,-0.365,0.822,-0.336,0.662
1825,6,-0.831,1.902,0.078,1.116,0.095,0.801,-0.339,0.828,-0.332,0.664
1825,7,-1.079,2.530,-0.562,0.999,0.172,0.772,-0.325,0.825,-0.320,0.678
1825,8,-0.571,2.487,-0.509,0.935,0.148,0.767,-0.330,0.814,-0.323,0.689
1825,9,-0.004,2.006,-0.209,0.936,0.153,0.754,-0.328,0.815,-0.313,0.682
1825,10,-0.796,2.232,-0.246,0.911,0.199,0.739,-0.337,0.806,-0.316,0.683
1825,11,1.635,4.100,-0.282,0.906,0.193,0.738,-0.315,0.793,-0.330,0.680
1825,12,3.320,0.978,-0.159,0.851,0.194,0.738,-0.277,0.784,-0.326,0.682
1826,1,-4.579,1.382,0.188,0.824,0.225,0.741,-0.316,0.764,-0.336,0.677
1826,2,0.726,1.144,0.416,0.851,0.193,0.737,-0.295,0.731,-0.319,0.677
1826,3,0.325,1.588,0.414,0.853,0.177,0.733,-0.284,0.722,-0.296,0.675
1826,4,-0.957,2.027,0.532,0.810,0.135,0.734,-0.285,0.714,-0.290,0.671
1826,5,-0.574,1.158,0.321,0.669,0.108,0.748,-0.289,0.713,-0.296,0.670
1826,6,0.642,2.751,0.145,0.769,0.082,0.765,-0.266,0.721,-0.293,0.672
1826,7,3.091,1.061,0.580,0.814,-0.037,0.778,-0.242,0.722,-0.294,0.675
1826,8,2.159,1.921,0.115,0.889,-0.146,0.760,-0.234,0.711,-0.294,0.675
1826,9,-0.027,1.516,0.171,0.912,-0.200,0.750,-0.251,0.707,-0.292,0.675
1826,10,0.621,2.016,0.414,0.858,-0.204,0.728,-0.237,0.709,-0.277,0.675
1826,11,-0.892,1.395,0.631,0.899,-0.202,0.729,-0.267,0.685,-0.281,0.677
1826,12,1.210,2.800,0.763,0.892,-0.198,0.736,-0.291,0.684,-0.271,0.685
1827,1,0.636,2.586,0.552,0.913,-0.176,0.735,-0.311,0.678,-0.284,0.684
1827,2,-4.857,2.196,0.350,0.807,-0.185,0.730,-0.334,0.684,-0.303,0.687
1827,3,0.997,2.126,0.362,0.797,-0.208,0.738,-0.369,0.689,-0.315,0.687
1827,4,1.965,3.014,0.335,0.882,-0.258,0.741,-0.394,0.698,-0.301,0.685
1827,5,2.029,1.971,0.124,0.922,-0.355,0.718,-0.420,0.699,-0.306,0.681
1827,6,2.224,2.234,0.170,0.950,-0.560,0.693,-0.431,0.699,-0.313,0.678
1827,7,0.554,1.080,-0.111,0.787,-0.716,0.685,-0.468,0.691,-0.318,0.678
1827,8,-0.264,2.291,0.116,0.808,-0.782,0.681,-0.462,0.685,-0.315,0.675
1827,9,0.126,1.361,0.076,0.953,-0.731,0.667,-0.470,0.673,-0.319,0.673
1827,10,0.293,1.665,-0.010,0.909,-0.708,0.657,-0.486,0.675,-0.305,0.674
1827,11,-3.421,1.580,-0.204,0.916,-0.708,0.642,-0.510,0.666,-0.305,0.675
1827,12,1.754,2.578,-0.375,1.009,-0.683,0.628,-0.513,0.655,-0.309,0.682
1828,1,-2.727,2.259,-0.315,1.029,-0.669,0.624,-0.469,0.652,-0.352,0.690
1828,2,-2.135,1.110,-0.371,0.971,-0.651,0.625,-0.437,0.652,-0.377,0.693
1828,3,0.508,1.319,-0.485,0.940,-0.663,0.626,-0.439,0.646,-0.388,0.704
1828,4,0.943,2.174,-0.621,0.902,-0.676,0.625,-0.440,0.641,-0.395,0.714
1828,5,-0.301,2.307,-0.411,0.848,-0.687,0.628,-0.419,0.642,-0.393,0.718
1828,6,0.175,1.809,-0.599,0.743,-0.731,0.652,-0.410,0.638,-0.391,0.728
1828,7,1.263,1.988,-0.762,0.821,-0.709,0.677,-0.412,0.639,-0.396,0.727
1828,8,-0.927,1.235,-0.943,0.859,-0.709,0.684,-0.449,0.638,-0.399,0.727
1828,9,-1.252,1.065,-1.218,0.855,-0.730,0.684,-0.450,0.636,-0.392,0.728
1828,10,-1.338,1.835,-1.348,0.812,-0.671,0.680,-0.473,0.635,-0.397,0.728
1828,11,-0.891,2.089,-1.416,0.888,-0.663,0.679,-0.487,0.641,-0.404,0.735
1828,12,-0.512,4.425,-1.515,0.953,-0.690,0.662,-0.473,0.650,-0.402,0.737
1829,1,-4.672,2.171,-1.584,0.943,-0.731,0.663,-0.467,0.655,-0.412,0.741
1829,2,-4.314,1.873,-1.565,1.014,-0.775,0.662,-0.477,0.660,-0.420,0.742
1829,3,-2.789,1.006,-1.405,0.976,-0.801,0.672,-0.484,0.664,-0.442,0.736
1829,4,-0.614,1.538,-1.535,1.078,-0.787,0.674,-0.492,0.670,-0.460,0.736
1829,5,-1.123,1.774,-1.904,1.052,-0.801,0.683,-0.460,0.676,-0.454,0.744
1829,6,-1.006,1.780,-2.594,0.970,-0.828,0.672,-0.442,0.677,-0.455,0.751
1829,7,0.427,1.915,-2.725,0.911,-0.841,0.662,-0.406,0.678,-0.452,0.754
1829,8,-0.700,2.027,-2.687,0.801,-0.754,0.662,-0.380,0.682,-0.457,0.760
1829,9,0.674,1.039,-2.475,0.766,-0.783,0.686,-0.387,0.686,-0.452,0.757
1829,10,-2.904,1.899,-2.352,0.781,-0.836,0.677,-0.394,0.684,-0.450,0.765
1829,11,-5.319,2.083,-2.267,0.744,-0.901,0.663,-0.405,0.679,-0.443,0.771
1829,12,-8.782,3.393,-2.128,0.769,-0.962,0.661,-0.426,0.673,-0.437,0.766
1830,1,-6.250,2.830,-2.186,0.909,-1.021,0.662,-0.431,0.677,-0.422,0.764
1830,2,-3.857,3.644,-2.083,0.920,-1.019,0.666,-0.406,0.683,-0.424,0.776
1830,3,-0.252,0.961,-2.203,1.044,-1.058,0.679,-0.376,0.681,-0.437,0.768
1830,4,0.867,1.544,-2.090,1.161,-1.071,0.686,-0.385,0.683,-0.446,0.772
1830,5,-0.103,1.237,-1.567,1.199,-1.056,0.664,-0.385,0.679,-0.460,0.776
1830,6,0.664,2.309,-0.775,1.413,-1.120,0.657,-0.376,0.673,-0.455,0.784
1830,7,-0.268,2.300,-0.528,1.439,-1.110,0.677,-0.364,0.670,-0.449,0.783
1830,8,0.534,1.643,-0.147,1.362,-1.021,0.682,-0.373,0.670,-0.460,0.778
1830,9,-0.766,2.050,-0.204,1.417,-1.031,0.684,-0.374,0.666,-0.454,0.784
1830,10,-1.545,2.363,-0.060,1.389,-1.078,0.675,-0.377,0.672,-0.465,0.783
1830,11,0.957,2.887,-0.061,1.399,-1.031,0.672,-0.431,0.667,-0.455,0.781
1830,12,0.715,1.801,-0.197,1.236,-1.014,0.671,-0.485,0.680,-0.468,0.782
1831,1,-3.284,3.409,-0.122,1.255,-1.049,0.669,-0.453,0.692,-0.476,0.772
1831,2,0.715,5.702,-0.206,1.240,-1.091,0.671,-0.445,0.692,-0.494,0.759
1831,3,-0.938,1.993,-0.275,1.232,-1.078,0.674,-0.406,0.690,-0.483,0.754
1831,4,2.595,1.283,-0.024,1.111,-1.081,0.680,-0.391,0.691,-0.490,0.751
1831,5,-0.111,1.541,-0.250,1.093,-1.082,0.687,-0.411,0.692,-0.479,0.755
1831,6,-0.963,2.630,-0.339,1.109,-1.027,0.718,-0.418,0.687,-0.464,0.759
1831,7,0.621,1.303,-0.082,1.123,-0.897,0.734,-0.458,0.688,-0.457,0.759
1831,8,-0.468,1.351,-0.108,0.854,-0.807,0.746,-0.492,0.687,-0.449,0.759
1831,9,-1.590,1.254,-0.094,0.939,-0.767,0.751,-0.498,0.688,-0.450,0.760
1831,10,1.467,2.098,-0.408,1.073,-0.780,0.770,-0.489,0.686,-0.442,0.760
1831,11,-1.756,2.810,-0.559,1.054,-0.717,0.770,-0.505,0.682,-0.449,0.753
1831,12,-0.358,3.414,-0.594,1.058,-0.687,0.765,-0.507,0.692,-0.448,0.751
1832,1,-0.198,2.680,-0.899,1.036,-0.636,0.768,-0.510,0.693,-0.471,0.747
1832,2,0.406,2.497,-0.870,1.016,-0.574,0.772,-0.478,0.693,-0.488,0.741
1832,3,-0.772,1.860,-0.924,1.013,-0.566,0.771,-0.506,0.685,-0.501,0.742
1832,4,-1.176,2.414,-1.084,1.025,-0.530,0.771,-0.529,0.689,-0.521,0.741
1832,5,-1.926,1.029,-1.151,1.041,-0.454,0.779,-0.555,0.688,-0.522,0.743
1832,6,-1.380,0.984,-1.294,0.967,-0.291,0.799,-0.585,0.682,-0.527,0.745
1832,7,-3.041,2.127,-1.455,1.022,-0.146,0.808,-0.608,0.682,-0.539,0.748
1832,8,-0.120,1.840,-1.222,1.046,-0.031,0.812,-0.600,0.686,-0.526,0.753
1832,9,-2.230,1.353,-1.165,0.938,-0.020,0.807,-0.612,0.691,-0.522,0.752
1832,10,-0.462,1.693,-1.224,0.901,-0.061,0.813,-0.621,0.694,-0.539,0.752
1832,11,-2.555,2.290,-0.852,0.981,-0.063,0.809,-0.592,0.693,-0.556,0.751
1832,12,-2.081,2.659,-0.639,1.038,-0.069,0.802,-0.628,0.709,-0.539,0.745
1833,1,-2.130,2.929,-0.454,0.997,-0.058,0.809,-0.677,0.741,-0.498,0.745
1833,2,3.204,1.435,-0.733,0.939,-0.095,0.805,-0.696,0.745,-0.474,0.744
1833,3,-0.090,1.552,-0.582,0.919,-0.085,0.806,-0.708,0.762,-0.481,0.742
1833,4,-1.876,1.004,-0.673,0.965,-0.078,0.823,-0.732,0.774,-0.474,0.738
1833,5,2.539,1.237,-0.539,0.924,-0.175,0.822,-0.729,0.777,-0.486,0.740
1833,6,1.169,1.659,-0.132,0.929,-0.240,0.831,-0.738,0.778,-0.490,0.741
1833,7,-0.816,2.473,0.304,0.905,-0.197,0.852,-0.758,0.765,-0.491,0.745
1833,8,-3.463,0.890,0.130,0.909,-0.181,0.862,-0.770,0.771,-0.492,0.748
1833,9,-0.430,2.081,0.102,0.937,-0.082,0.872,-0.750,0.777,-0.499,0.751
1833,10,-1.548,1.588,0.144,0.993,-0.112,0.879,-0.758,0.778,-0.508,0.751
1833,11,-0.942,2.336,0.156,1.063,-0.158,0.874,-0.770,0.773,-0.514,0.753
1833,12,2.793,3.353,0.121,1.058,-0.145,0.857,-0.774,0.767,-0.504,0.756
1834,1,3.107,2.037,0.480,1.089,-0.184,0.854,-0.735,0.783,-0.516,0.760
1834,2,1.114,1.600,1.020,1.153,-0.209,0.858,-0.697,0.784,-0.532,0.754
1834,3,-0.425,1.432,1.152,1.219,-0.195,0.858,-0.708,0.793,-0.544,0.746
1834,4,-1.368,1.728,1.218,1.255,-0.192,0.857,-0.738,0.802,-0.546,0.744
1834,5,2.682,1.486,1.235,1.173,-0.208,0.873,-0.720,0.801,-0.538,0.747
1834,6,0.753,0.790,1.086,1.041,-0.186,0.884,-0.706,0.798,-0.539,0.748
1834,7,3.485,1.797,1.029,1.078,-0.179,0.901,-0.700,0.793,-0.548,0.752
1834,8,3.023,1.504,1.192,1.077,-0.203,0.910,-0.697,0.796,-0.556,0.752
1834,9,1.147,1.427,1.263,1.020,-0.229,0.872,-0.690,0.795,-0.566,0.757
1834,10,-0.749,1.163,1.244,1.043,-0.223,0.863,-0.666,0.794,-0.566,0.757
1834,11,-0.747,0.930,1.001,0.993,-0.209,0.876,-0.620,0.794,-0.570,0.751
1834,12,1.005,1.900,0.963,1.015,-0.209,0.869,-0.574,0.798,-0.604,0.745
1835,1,2.433,2.624,0.705,1.006,-0.194,0.862,-0.523,0.795,-0.609,0.741
1835,2,3.067,2.891,0.311,1.000,-0.180,0.856,-0.494,0.801,-0.636,0.745
1835,3,0.426,1.858,0.206,0.957,-0.166,0.858,-0.523,0.797,-0.652,0.742
1835,4,-1.600,1.436,0.172,1.013,-0.171,0.858,-0.540,0.803,-0.652,0.742
1835,5,-0.230,1.412,-0.172,0.976,-0.127,0.865,-0.555,0.803,-0.657,0.736
1835,6,0.302,1.844,-0.518,1.007,-0.135,0.866,-0.571,0.804,-0.651,0.730
1835,7,0.387,1.304,-0.784,1.088,-0.243,0.908,-0.574,0.803,-0.642,0.732
1835,8,-1.707,0.990,-0.896,0.975,-0.370,0.906,-0.590,0.803,-0.643,0.737
1835,9,-0.119,0.629,-0.516,1.031,-0.384,0.950,-0.581,0.808,-0.650,0.738
1835,10,-1.155,1.661,-0.314,1.051,-0.385,0.973,-0.593,0.810,-0.649,0.731
1835,11,-4.867,2.193,-0.537,1.039,-0.427,0.969,-0.595,0.816,-0.651,0.727
1835,12,-3.155,2.542,-0.578,0.986,-0.462,0.973,-0.659,0.824,-0.659,0.736
1836,1,-0.750,2.647,-0.752,0.955,-0.467,0.943,-0.636,0.822,-0.635,0.747
1836,2,1.715,1.416,-0.775,1.041,-0.448,0.955,-0.692,0.833,-0.631,0.740
1836,3,4.992,1.189,-0.828,0.999,-0.422,0.965,-0.682,0.835,-0.619,0.740
1836,4,0.815,2.192,-0.590,0.976,-0.436,0.966,-0.695,0.840,-0.610,0.745
1836,5,-2.899,1.301,-0.415,0.933,-0.457,0.951,-0.669,0.842,-0.614,0.750
1836,6,-0.198,1.154,-0.068,0.993,-0.522,0.932,-0.663,0.838,-0.618,0.748
1836,7,-1.700,1.721,0.011,1.001,-0.574,0.963,-0.672,0.837,-0.625,0.747
1836,8,-1.977,2.991,-0.217,1.170,-0.588,0.957,-0.665,0.842,-0.621,0.743
1836,9,-0.760,1.647,-0.831,1.061,-0.649,0.964,-0.649,0.847,-0.620,0.745
1836,10,1.699,2.243,-0.966,1.030,-0.696,0.974,-0.646,0.849,-0.612,0.748
1836,11,-2.763,2.123,-0.813,0.940,-0.724,0.965,-0.631,0.849,-0.618,0.748
1836,12,1.006,2.504,-0.911,0.890,-0.725,0.965,-0.606,0.850,-0.635,0.743
1837,1,0.205,2.306,-0.950,0.855,-0.765,0.945,-0.631,0.850,-0.649,0.739
1837,2,-1.021,3.170,-0.726,0.844,-0.820,0.950,-0.641,0.840,-0.631,0.736
1837,3,-2.382,0.899,-0.779,0.881,-0.813,0.943,-0.632,0.837,-0.639,0.732
1837,4,-0.806,1.608,-0.980,0.908,-0.801,0.960,-0.648,0.834,-0.656,0.733
1837,5,-1.058,2.652,-0.745,0.987,-0.787,0.961,-0.625,0.843,-0.660,0.736
1837,6,-1.379,1.203,-1.043,0.986,-0.857,0.962,-0.623,0.846,-0.675,0.736
1837,7,-2.170,1.668,-1.775,1.116,-0.899,0.945,-0.610,0.852,-0.680,0.736
1837,8,0.715,1.737,-2.060,1.100,-0.956,0.930,-0.591,0.858,-0.672,0.739
1837,9,-1.389,1.168,-1.940,1.380,-1.026,0.916,-0.573,0.865,-0.680,0.744
1837,10,-0.717,2.101,-2.032,1.447,-1.019,0.909,-0.593,0.866,-0.690,0.746
1837,11,0.061,1.764,-1.942,1.381,-1.048,0.908,-0.602,0.866,-0.677,0.740
1837,12,-2.571,2.935,-1.906,1.419,-1.073,0.915,-0.565,0.857,-0.690,0.748
1838,1,-8.584,3.209,-1.819,1.292,-1.089,0.906,-0.527,0.863,-0.714,0.760
1838,2,-4.440,1.161,-2.070,1.274,-1.084,0.898,-0.511,0.861,-0.693,0.758
1838,3,-0.941,3.084,-1.859,1.345,-1.077,0.912,-0.522,0.867,-0.686,0.759
1838,4,-1.906,2.515,-1.998,1.253,-1.107,0.904,-0.509,0.866,-0.678,0.759
1838,5,0.013,1.214,-2.190,1.192,-1.014,0.908,-0.552,0.868,-0.677,0.765
1838,6,-0.942,1.516,-2.065,1.086,-1.079,0.913,-0.570,0.870,-0.670,0.770
1838,7,-1.128,1.976,-1.351,1.151,-1.075,0.875,-0.569,0.871,-0.676,0.772
1838,8,-2.301,2.035,-0.959,1.145,-1.204,0.870,-0.535,0.878,-0.676,0.774
1838,9,1.150,2.045,-1.223,1.092,-1.283,0.860,-0.547,0.883,-0.675,0.777
1838,10,-2.383,1.458,-1.413,1.038,-1.279,0.856,-0.543,0.886,-0.665,0.779
1838,11,-2.247,1.770,-1.330,1.119,-1.181,0.863,-0.541,0.888,-0.664,0.781
1838,12,-1.074,1.257,-1.191,1.067,-1.180,0.872,-0.536,0.884,-0.658,0.772
1839,1,-0.008,3.294,-1.007,1.141,-1.159,0.868,-0.565,0.891,-0.645,0.768
1839,2,0.265,1.764,-0.839,1.157,-1.121,0.861,-0.588,0.882,-0.616,0.767
1839,3,-4.121,2.354,-0.806,1.082,-1.104,0.872,-0.604,0.862,-0.610,0.766
1839,4,-4.186,1.523,-0.607,1.149,-1.101,0.874,-0.600,0.861,-0.613,0.771
1839,5,1.010,1.150,-0.412,1.183,-1.053,0.864,-0.616,0.858,-0.605,0.774
1839,6,0.729,0.894,-0.589,1.236,-1.026,0.849,-0.635,0.859,-0.605,0.775
1839,7,1.085,1.770,-0.599,1.040,-1.083,0.846,-0.690,0.856,-0.614,0.776
1839,8,-0.285,1.833,-0.651,1.036,-1.080,0.830,-0.732,0.853,-0.618,0.777
1839,9,1.537,1.505,-0.619,0.895,-1.035,0.863,-0.744,0.854,-0.628,0.780
1839,10,0.005,2.096,-0.370,0.892,-1.072,0.870,-0.739,0.860,-0.621,0.780
1839,11,0.095,1.134,-0.617,0.906,-1.040,0.881,-0.735,0.856,-0.602,0.781
1839,12,-3.192,1.882,-0.778,0.997,-1.037,0.902,-0.782,0.856,-0.584,0.780
1840,1,-0.130,1.730,-0.918,0.936,-1.026,0.914,-0.786,0.849,-0.585,0.776
1840,2,-0.355,1.409,-1.012,0.822,-1.001,0.932,-0.865,0.843,-0.559,0.779
1840,3,-3.742,1.627,-1.112,0.844,-0.980,0.941,-0.929,0.838,-0.570,0.780
1840,4,-1.200,1.147,-1.360,0.719,-1.016,0.943,-0.919,0.833,-0.576,0.785
1840,5,-1.955,1.370,-1.310,0.744,-1.077,0.949,-0.928,0.826,-0.571,0.789
1840,6,-1.204,1.966,-1.628,0.803,-0.994,0.925,-0.926,0.821,-0.571,0.791
1840,7,-0.591,1.139,-1.661,0.779,-0.811,0.904,-0.919,0.823,-0.570,0.792
1840,8,-1.410,1.016,-2.135,0.754,-0.652,0.900,-0.913,0.827,-0.569,0.795
1840,9,0.332,1.244,-1.800,0.748,-0.661,0.871,-0.926,0.832,-0.574,0.798
1840,10,-2.967,1.001,-1.613,0.822,-0.634,0.843,-0.921,0.817,-0.573,0.800
1840,11,0.698,1.786,-1.201,0.888,-0.677,0.856,-0.870,0.820,-0.578,0.799
1840,12,-7.017,2.394,-1.112,0.960,-0.678,0.852,-0.833,0.821,-0.577,0.797
1841,1,-0.520,2.202,-1.103,0.906,-0.671,0.878,-0.816,0.831,-0.564,0.799
1841,2,-6.040,1.793,-0.957,0.893,-0.621,0.876,-0.818,0.815,-0.565,0.804
1841,3,0.276,1.451,-0.962,0.925,-0.672,0.870,-0.832,0.814,-0.562,0.810
1841,4,1.041,1.884,-0.562,0.922,-0.651,0.877,-0.829,0.822,-0.566,0.816
1841,5,2.988,1.385,-0.611,0.805,-0.625,0.892,-0.816,0.829,-0.575,0.820
1841,6,-0.136,1.119,0.195,0.760,-0.549,0.901,-0.818,0.834,-0.577,0.817
1841,7,-0.480,1.476,-0.028,0.783,-0.557,0.876,-0.793,0.828,-0.584,0.817
1841,8,0.348,1.718,0.406,0.721,-0.589,0.870,-0.750,0.819,-0.583,0.819
1841,9,0.267,1.302,0.409,0.838,-0.559,0.819,-0.741,0.819,-0.580,0.822
1841,10,1.834,1.196,0.069,0.836,-0.503,0.813,-0.734,0.827,-0.579,0.825
1841,11,0.108,0.874,-0.111,0.847,-0.507,0.815,-0.730,0.833,-0.575,0.832
1841,12,2.658,2.633,-0.197,0.847,-0.546,0.813,-0.764,0.813,-0.570,0.833
1842,1,-3.203,1.824,-0.282,0.901,-0.616,0.823,-0.788,0.805,-0.554,0.837
1842,2,-0.831,1.628,-0.126,0.974,-0.644,0.814,-0.783,0.804,-0.553,0.838
1842,3,0.318,1.560,-0.159,1.010,-0.675,0.825,-0.771,0.805,-0.560,0.838
1842,4,-3.042,1.274,-0.551,1.072,-0.677,0.820,-0.782,0.803,-0.573,0.835
1842,5,0.829,1.483,-0.864,1.178,-0.684,0.810,-0.764,0.809,-0.564,0.842
1842,6,-1.174,1.383,-0.884,1.079,-0.708,0.804,-0.765,0.820,-0.555,0.842
1842,7,-1.492,1.785,-0.419,1.180,-0.673,0.808,-0.753,0.819,-0.538,0.841
1842,8,2.218,2.609,0.077,1.315,-0.774,0.811,-0.745,0.817,-0.535,0.839
1842,9,-0.129,1.550,-0.070,1.210,-0.832,0.808,-0.748,0.822,-0.526,0.840
1842,10,-2.875,2.029,0.158,1.156,-0.819,0.804,-0.759,0.818,-0.532,0.839
1842,11,-3.641,1.491,-0.128,1.115,-0.808,0.787,-0.763,0.811,-0.520,0.843
1842,12,2.409,1.915,-0.111,1.054,-0.779,0.772,-0.753,0.809,-0.497,0.844
