year,month,monthly_anomaly,monthly_unc,annual_anomaly,annual_unc,5y_anomaly,5y_unc,10y_anomaly,10y_unc,20y_anomaly,20y_unc
1774,11,-6.707,3.867,-0.366,1.239,0.343,0.810,0.168,1.207,0.057,0.857
1774,12,-2.914,6.800,-0.317,0.889,0.324,0.832,0.196,1.198,0.057,0.848
1775,1,-0.071,7.130,-0.236,1.270,0.304,0.839,0.187,1.213,0.043,0.888
1775,2,3.570,3.770,-0.007,1.454,0.300,0.841,0.167,1.225,0.039,0.910
1775,3,2.290,2.994,0.290,1.569,0.261,0.880,0.227,1.212,-0.000,0.878
1775,4,-1.265,2.292,0.467,1.276,0.221,0.905,0.225,1.196,-0.019,0.875
1775,5,-0.402,4.784,0.936,1.029,0.196,0.922,0.231,1.214,-0.020,0.879
1775,6,2.474,3.854,1.190,1.015,0.173,0.937,0.234,1.204,-0.026,0.910
1775,7,2.075,2.083,0.643,0.808,0.155,0.981,0.241,1.188,-0.027,0.915
1775,8,2.872,3.643,0.585,0.889,0.146,1.010,0.243,1.187,-0.034,0.911
1775,9,2.374,3.531,0.503,0.962,0.160,1.048,0.228,1.147,-0.028,0.912
1775,10,1.306,3.429,0.559,0.998,0.187,1.096,0.229,1.150,-0.036,0.898
1775,11,-1.072,2.142,0.481,1.245,0.162,1.165,0.231,1.157,-0.036,0.903
1775,12,0.126,1.910,0.371,1.231,0.168,1.211,0.198,1.148,-0.041,0.884
1776,1,-6.626,5.230,0.332,1.234,0.194,1.216,0.202,1.091,-0.032,0.864
1776,2,2.873,2.783,0.188,1.254,0.200,1.275,0.240,1.037,-0.037,0.840
1776,3,1.298,4.860,-0.025,1.352,0.163,1.300,0.285,1.007,-0.050,0.843
1776,4,-0.589,2.483,-0.251,1.239,0.094,1.334,0.327,0.990,-0.053,0.831
1776,5,-1.343,6.444,-0.249,1.068,0.105,1.403,0.318,0.989,-0.067,0.830
1776,6,1.162,2.600,-0.311,1.107,0.119,1.468,0.326,0.956,-0.073,0.821
1776,7,1.606,2.459,0.191,1.844,0.137,1.360,0.338,0.940,-0.080,0.799
1776,8,1.146,4.776,-0.154,1.832,0.188,1.296,0.383,0.909,-0.086,0.800
1776,9,-0.191,2.410,-0.279,1.825,0.215,1.264,0.406,0.892,-0.096,0.801
1776,10,-1.397,2.603,-0.422,1.664,0.227,1.317,0.389,0.894,-0.105,0.794
1776,11,-1.050,3.588,-0.206,1.637,0.229,1.376,0.424,0.912,-0.130,0.763
1776,12,-0.624,2.788,-0.320,1.627,0.185,1.367,0.409,0.904,-0.129,0.749
1777,1,-0.596,6.866,-0.524,1.617,0.163,1.346,0.423,0.910,-0.105,0.752
1777,2,-1.264,8.472,-0.606,1.507,0.191,1.345,0.394,0.894,-0.104,0.727
1777,3,-0.205,1.791,-0.727,1.700,0.233,1.389,0.390,0.876,-0.104,0.732
1777,4,-2.301,2.224,-0.739,1.710,0.266,1.367,0.387,0.865,-0.101,0.719
1777,5,1.248,4.190,-0.595,2.040,0.388,1.360,0.407,0.846,-0.098,0.731
1777,6,-0.216,5.054,-0.563,2.060,0.475,1.423,0.404,0.847,-0.094,0.741
1777,7,-0.832,1.758,-0.492,2.000,0.451,1.438,0.414,0.861,-0.098,0.729
1777,8,0.154,1.958,-0.448,2.570,0.363,1.445,0.414,0.889,-0.105,0.733
1777,9,-1.637,5.453,-0.384,3.183,0.383,1.444,0.410,0.875,-0.116,0.744
1777,10,-1.543,6.740,0.014,3.541,0.388,1.449,0.388,0.769,-0.113,0.731
1777,11,0.683,3.873,0.037,3.518,0.410,1.493,0.346,0.739,-0.126,0.742
1777,12,-0.246,5.078,0.082,3.287,0.361,1.500,0.327,0.688,-0.111,0.735
1778,1,0.253,6.879,0.332,3.161,0.336,1.506,0.326,0.677,-0.085,0.748
1778,2,-0.733,3.536,0.396,3.227,0.295,1.508,0.361,0.695,-0.081,0.770
1778,3,0.563,8.194,0.446,3.294,0.239,1.448,0.355,0.701,-0.079,0.766
1778,4,2.476,5.488,0.348,3.285,0.229,1.393,0.349,0.694,-0.081,0.776
1778,5,1.526,3.947,0.267,2.735,0.237,1.438,0.343,0.719,-0.077,0.767
1778,6,0.321,3.198,0.539,2.772,0.199,1.410,0.362,0.734,-0.073,0.757
1778,7,2.168,2.287,0.448,2.451,0.306,1.425,0.370,0.739,-0.068,0.754
1778,8,0.921,5.001,0.913,2.869,0.274,1.324,0.379,0.744,-0.073,0.757
1778,9,-1.035,1.747,1.112,2.048,0.270,1.280,0.380,0.768,-0.062,0.759
1778,10,-2.724,6.748,1.121,1.656,0.304,1.214,0.369,0.764,-0.062,0.769
1778,11,-0.284,5.436,1.198,1.971,0.341,1.133,0.362,0.808,-0.068,0.765
1778,12,3.010,5.735,1.109,2.227,0.353,1.101,0.315,0.795,-0.105,0.795
1779,1,-0.829,6.174,0.911,2.512,0.352,1.087,0.298,0.811,-0.128,0.692
1779,2,4.840,10.987,0.981,2.164,0.402,1.061,0.267,0.753,-0.124,0.704
1779,3,2.957,3.832,1.179,2.308,0.447,1.048,0.239,0.762,-0.150,0.702
1779,4,2.575,4.626,1.505,1.717,0.438,1.029,0.211,0.802,-0.152,0.706
1779,5,2.458,6.729,1.582,1.964,0.470,1.095,0.200,0.773,-0.138,0.703
1779,6,-0.751,6.299,1.520,1.301,0.451,1.060,0.188,0.726,-0.140,0.694
1779,7,-0.210,3.287,1.464,1.612,0.498,1.022,0.181,0.692,-0.134,0.693
1779,8,1.769,2.605,0.920,1.704,0.467,0.973,0.191,0.733,-0.128,0.681
1779,9,1.338,3.362,0.963,1.852,0.459,0.993,0.206,0.711,-0.123,0.671
1779,10,1.183,2.632,0.669,1.760,0.484,1.003,0.190,0.722,-0.101,0.673
1779,11,0.640,1.708,0.541,1.715,0.470,0.942,0.248,0.747,-0.090,0.678
1779,12,2.276,4.314,0.561,1.727,0.484,0.929,0.267,0.779,-0.076,0.665
1780,1,-1.504,10.683,0.629,1.832,0.523,0.952,0.259,0.798,-0.066,0.658
1780,2,-1.687,9.207,0.517,1.863,0.528,1.000,0.210,0.820,-0.053,0.647
1780,3,3.468,2.987,0.321,1.575,0.559,0.935,0.133,0.810,-0.032,0.629
1780,4,-0.950,7.585,0.283,1.647,0.555,0.896,0.116,0.795,-0.040,0.626
1780,5,0.920,5.063,0.181,1.943,0.496,0.847,0.107,0.777,-0.037,0.622
1780,6,-0.508,6.086,-0.190,1.826,0.480,0.693,0.074,0.769,-0.033,0.613
1780,7,0.603,4.774,-0.080,1.194,0.497,0.589,0.049,0.769,-0.037,0.612
1780,8,0.422,6.866,0.138,0.661,0.575,0.598,0.018,0.771,-0.041,0.619
1780,9,-1.009,3.767,-0.061,0.607,0.550,0.592,0.003,0.789,-0.049,0.620
1780,10,0.729,2.650,0.136,1.317,0.512,0.561,-0.022,0.789,-0.059,0.633
1780,11,-0.584,4.153,0.134,1.774,0.525,0.591,-0.014,0.774,-0.062,0.636
1780,12,-2.184,3.667,0.335,1.730,0.556,0.644,-0.035,0.769,-0.061,0.645
1781,1,-0.181,7.998,0.411,1.854,0.546,0.652,0.021,0.823,-0.038,0.635
1781,2,0.923,9.012,0.722,2.007,0.559,0.721,-0.013,0.808,-0.014,0.630
1781,3,1.092,2.041,1.016,1.930,0.597,0.751,-0.038,0.829,0.010,0.614
1781,4,1.413,3.745,0.794,1.953,0.645,0.801,-0.022,0.818,0.034,0.621
1781,5,0.891,2.476,0.912,1.869,0.619,0.798,-0.024,0.777,0.023,0.623
1781,6,1.904,3.284,0.947,1.707,0.512,0.820,-0.035,0.776,0.015,0.611
1781,7,1.513,2.712,1.150,1.363,0.460,0.709,-0.060,0.775,0.017,0.620
1781,8,4.156,3.255,0.814,0.970,0.346,0.725,-0.079,0.758,0.029,0.616
1781,9,2.514,5.159,0.664,1.126,0.264,0.692,-0.091,0.742,0.025,0.624
1781,10,-1.935,1.387,0.481,1.093,0.196,0.732,-0.107,0.737,0.021,0.633
1781,11,0.838,5.189,0.442,1.052,0.171,0.795,-0.142,0.740,0.029,0.618
1781,12,-1.766,5.034,0.331,0.974,0.191,0.842,-0.146,0.734,0.032,0.620
1782,1,2.254,3.948,0.331,1.076,0.198,0.852,-0.147,0.704,0.031,0.621
1782,2,-3.107,5.235,0.026,1.392,0.191,0.879,-0.122,0.688,0.023,0.638
1782,3,-0.704,7.253,-0.168,1.482,0.180,0.962,-0.113,0.694,0.022,0.617
1782,4,-0.786,2.462,-0.155,1.272,0.113,0.991,-0.107,0.695,0.026,0.603
1782,5,0.419,1.547,-0.460,1.384,0.107,1.014,-0.118,0.690,0.030,0.599
1782,6,0.582,1.796,-0.414,1.727,0.059,0.990,-0.109,0.703,0.027,0.595
1782,7,1.512,3.019,-0.498,1.783,0.066,0.980,-0.106,0.683,0.031,0.602
1782,8,0.493,5.013,0.089,1.950,0.056,0.980,-0.109,0.687,0.030,0.594
1782,9,0.189,2.518,0.073,1.952,-0.117,0.963,-0.109,0.675,0.026,0.594
1782,10,-1.782,2.352,0.150,2.067,-0.157,0.941,-0.092,0.679,0.013,0.595
1782,11,-2.825,7.184,0.309,1.945,-0.197,0.845,-0.104,0.686,-0.002,0.594
1782,12,-1.215,5.579,0.446,2.018,-0.212,0.805,-0.095,0.670,-0.006,0.604
1783,1,1.245,9.857,0.449,1.953,-0.239,0.774,-0.084,0.645,-0.018,0.602
1783,2,3.941,5.586,0.549,1.918,-0.259,0.755,-0.088,0.685,-0.005,0.632
1783,3,-0.894,3.998,0.635,1.605,-0.234,0.753,-0.104,0.664,-0.008,0.640
1783,4,0.142,4.589,0.798,1.819,-0.274,0.726,-0.131,0.629,-0.020,0.656
1783,5,2.327,2.582,0.881,1.218,-0.266,0.700,-0.141,0.604,-0.035,0.665
1783,6,2.219,3.644,0.696,1.104,-0.269,0.675,-0.133,0.591,-0.037,0.681
1783,7,1.544,2.187,0.262,1.015,-0.265,0.682,-0.130,0.631,-0.033,0.708
1783,8,1.703,2.816,-0.231,1.019,-0.301,0.702,-0.146,0.648,-0.035,0.729
1783,9,1.219,4.591,-0.321,0.911,-0.347,0.724,-0.126,0.658,-0.045,0.727
1783,10,0.170,2.779,-0.458,0.828,-0.348,0.754,-0.116,0.690,-0.047,0.737
1783,11,-1.831,1.917,-0.569,0.725,-0.389,0.735,-0.132,0.688,-0.042,0.801
1783,12,-3.433,3.168,-0.716,0.758,-0.423,0.732,-0.230,0.699,-0.049,0.813
1784,1,-3.963,7.959,-0.830,0.721,-0.471,0.723,-0.249,0.749,-0.032,0.824
1784,2,-1.978,7.271,-0.860,1.027,-0.561,0.710,-0.279,0.800,-0.028,0.837
1784,3,-1.971,2.095,-0.904,0.858,-0.628,0.660,-0.348,0.794,-0.021,0.840
1784,4,-1.505,10.195,-1.154,1.066,-0.652,0.651,-0.371,0.777,-0.019,0.874
1784,5,0.997,2.417,-0.980,1.324,-0.753,0.653,-0.365,0.759,-0.022,0.873
1784,6,0.455,4.054,-0.742,1.262,-0.743,0.702,-0.359,0.758,-0.025,0.842
1784,7,0.184,5.440,-0.503,2.362,-0.792,0.689,-0.342,0.764,-0.021,0.815
1784,8,1.338,6.805,-0.527,2.159,-0.712,0.747,-0.348,0.750,-0.025,0.818
1784,9,0.690,4.004,-0.941,1.977,-0.685,0.651,-0.348,0.751,-0.030,0.815
1784,10,-2.826,2.133,-1.094,1.280,-0.697,0.671,-0.349,0.784,-0.028,0.836
1784,11,0.249,2.556,-1.302,1.596,-0.706,0.661,-0.348,0.820,-0.001,0.861
1784,12,-0.574,6.047,-1.455,1.923,-0.701,0.672,-0.349,0.803,-0.001,0.892
1785,1,-1.090,4.685,-1.556,1.729,-0.734,0.624,-0.319,0.798,-0.026,0.904
1785,2,-2.265,3.214,-1.731,1.426,-0.747,0.618,-0.272,0.796,-0.043,0.897
1785,3,-6.947,6.133,-1.747,1.674,-0.777,0.608,-0.292,0.780,-0.056,0.900
1785,4,-3.338,1.573,-1.654,1.527,-0.739,0.598,-0.305,0.795,-0.041,0.898
1785,5,-1.500,3.439,-1.680,1.775,-0.705,0.599,-0.305,0.679,-0.041,0.901
1785,6,-1.383,3.113,-1.830,1.459,-0.669,0.654,-0.299,0.672,-0.048,0.892
1785,7,-1.026,3.419,-1.737,1.497,-0.664,0.701,-0.316,0.675,-0.062,0.897
1785,8,-0.756,2.927,-1.649,1.760,-0.750,0.767,-0.325,0.695,-0.076,0.901
1785,9,0.490,2.357,-1.209,1.495,-0.759,0.771,-0.326,0.706,-0.087,0.908
1785,10,-1.707,3.695,-0.818,1.879,-0.774,0.776,-0.348,0.703,-0.084,0.903
1785,11,-0.062,3.000,-0.826,1.955,-0.807,0.758,-0.356,0.699,-0.088,0.914
1785,12,-2.378,2.813,-0.720,1.953,-0.823,0.758,-0.320,0.683,-0.082,0.925
1786,1,0.028,2.677,-0.750,2.086,-0.807,0.808,-0.279,0.636,-0.027,0.935
1786,2,-1.205,3.057,-0.788,2.203,-0.851,0.854,-0.268,0.645,-0.035,0.930
1786,3,-1.668,4.521,-0.957,2.262,-0.848,0.856,-0.264,0.621,-0.057,0.921
1786,4,1.346,5.819,-1.098,2.119,-0.877,0.888,-0.258,0.642,-0.064,0.918
1786,5,-1.590,3.917,-1.525,1.718,-0.884,0.894,-0.273,0.623,-0.057,0.898
1786,6,-0.106,1.555,-1.423,1.626,-0.971,1.016,-0.295,0.621,-0.061,0.908
1786,7,-1.394,4.673,-1.482,1.358,-0.958,1.000,-0.304,0.621,-0.067,0.917
1786,8,-1.208,5.821,-1.242,1.133,-0.904,1.086,-0.325,0.621,-0.068,0.921
1786,9,-1.539,4.131,-1.026,1.012,-0.960,1.092,-0.356,0.603,-0.064,0.928
1786,10,-3.397,3.097,-1.266,1.007,-0.938,1.075,-0.348,0.606,-0.063,0.927
1786,11,-5.196,6.242,-1.145,0.846,-0.901,1.067,-0.367,0.575,-0.067,0.941
1786,12,-1.152,2.918,-1.062,0.818,-0.908,1.044,-0.345,0.613,-0.077,0.920
1787,1,-0.679,5.144,-0.982,0.621,-0.883,1.007,-0.362,0.574,-0.066,0.904
1787,2,1.673,4.692,-0.907,0.722,-0.887,0.939,-0.348,0.608,-0.047,0.895
1787,3,0.929,3.538,-0.913,0.998,-0.877,0.967,-0.345,0.551,-0.049,0.885
1787,4,-1.537,2.632,-0.588,1.031,-0.812,0.988,-0.336,0.558,-0.035,0.878
1787,5,-0.131,4.634,-0.220,2.841,-0.803,1.025,-0.347,0.562,-0.030,0.859
1787,6,0.886,4.740,-0.047,2.382,-0.757,0.987,-0.350,0.559,-0.024,0.854
1787,7,-0.433,3.256,0.139,2.385,-0.703,0.961,-0.351,0.567,-0.013,0.857
1787,8,-0.314,2.858,-0.101,3.028,-0.601,0.948,-0.354,0.568,-0.008,0.859
1787,9,-1.608,4.177,-0.296,3.474,-0.467,0.881,-0.358,0.573,0.010,0.852
1787,10,0.505,6.242,-0.234,3.500,-0.453,0.903,-0.362,0.561,0.018,0.866
1787,11,-0.780,6.091,-0.193,3.033,-0.413,0.923,-0.351,0.581,0.012,0.859
1787,12,0.927,4.398,-0.161,2.750,-0.386,0.939,-0.339,0.596,0.017,0.856
1788,1,1.552,3.111,0.083,2.945,-0.392,0.960,-0.361,0.608,0.021,0.852
1788,2,-1.204,8.731,0.032,2.653,-0.392,0.968,-0.370,0.634,0.035,0.867
1788,3,-1.416,6.158,0.281,2.438,-0.419,0.958,-0.371,0.648,0.036,0.869
1788,4,-0.790,4.055,0.108,1.949,-0.421,0.937,-0.389,0.660,0.030,0.862
1788,5,0.359,2.757,-0.013,1.414,-0.446,0.974,-0.412,0.656,0.032,0.863
1788,6,1.270,1.381,-0.811,2.214,-0.370,0.924,-0.437,0.671,0.035,0.852
1788,7,2.500,5.945,-1.208,2.530,-0.292,0.798,-0.437,0.710,0.031,0.855
1788,8,-0.935,2.527,-1.002,2.266,-0.235,0.782,-0.449,0.751,0.033,0.870
1788,9,1.384,2.489,-1.326,2.340,-0.182,0.690,-0.469,0.742,0.044,0.877
1788,10,-1.575,3.210,-1.279,2.457,-0.169,0.696,-0.464,0.757,0.050,0.895
1788,11,-2.227,1.824,-1.041,2.602,-0.156,0.672,-0.445,0.810,0.042,0.879
1788,12,-8.655,11.623,-1.145,2.449,-0.167,0.665,-0.413,0.840,0.004,0.856
1789,1,-3.210,7.024,-1.210,2.053,-0.136,0.682,-0.363,0.853,-0.013,0.858
1789,2,1.268,4.692,-1.043,1.829,-0.090,0.686,-0.322,0.916,-0.056,0.881
1789,3,-5.297,2.203,-1.047,1.706,-0.085,0.735,-0.282,0.923,-0.083,0.873
1789,4,-0.237,1.789,-0.829,1.932,-0.043,0.743,-0.250,0.938,-0.100,0.870
1789,5,3.224,2.226,-0.576,2.266,0.020,1.267,-0.245,0.949,-0.116,0.865
1789,6,0.024,2.068,0.327,1.444,0.053,1.248,-0.239,0.953,-0.120,0.863
1789,7,1.716,1.494,0.771,1.049,0.068,1.178,-0.222,0.967,-0.123,0.863
1789,8,1.070,2.246,0.988,1.185,0.016,1.175,-0.241,0.972,-0.132,0.864
1789,9,1.340,1.438,1.524,1.481,-0.006,1.208,-0.265,0.987,-0.143,0.866
1789,10,1.036,3.516,1.332,1.751,0.026,1.208,-0.245,1.004,-0.151,0.875
1789,11,0.811,3.696,1.138,1.761,0.013,1.160,-0.250,1.039,-0.154,0.877
1789,12,2.179,2.840,1.156,1.608,0.001,1.091,-0.269,1.064,-0.189,0.874
1790,1,2.119,3.200,0.898,1.463,0.032,1.079,-0.311,1.091,-0.189,0.874
1790,2,3.867,3.400,0.748,1.506,0.040,1.017,-0.296,1.083,-0.187,0.870
1790,3,1.138,2.477,0.542,1.464,0.062,1.004,-0.244,1.062,-0.223,0.860
1790,4,-2.536,3.915,0.303,1.367,0.014,0.937,-0.197,1.071,-0.201,0.836
1790,5,0.897,1.569,0.103,1.285,0.004,0.936,-0.189,1.095,-0.196,0.734
1790,6,0.238,2.600,0.103,0.886,-0.008,0.978,-0.170,1.091,-0.203,0.742
1790,7,-1.386,1.615,0.320,0.739,-0.058,0.938,-0.173,1.106,-0.215,0.745
1790,8,-0.730,1.634,0.181,0.833,0.010,0.869,-0.169,1.114,-0.216,0.758
1790,9,-1.129,0.778,0.216,0.969,0.017,0.860,-0.176,1.112,-0.215,0.770
1790,10,-1.835,1.540,0.602,1.130,-0.003,0.904,-0.146,1.081,-0.220,0.768
1790,11,-1.582,1.573,0.459,1.284,-0.018,0.947,-0.162,1.116,-0.213,0.756
1790,12,2.170,6.160,0.378,1.278,-0.051,0.948,-0.129,1.119,-0.204,0.761
1791,1,4.733,7.680,0.530,1.334,-0.067,0.906,-0.074,1.085,-0.196,0.761
1791,2,2.196,1.843,0.720,1.476,-0.046,0.962,-0.056,1.072,-0.202,0.766
1791,3,1.557,2.935,0.714,1.561,-0.090,0.969,-0.077,1.029,-0.196,0.762
1791,4,2.095,2.676,0.791,1.563,-0.050,1.033,-0.106,1.029,-0.201,0.766
1791,5,-0.812,1.672,0.805,1.601,-0.007,1.121,-0.090,1.020,-0.187,0.761
1791,6,-0.739,2.676,0.696,1.346,0.144,1.074,-0.087,1.039,-0.202,0.758
1791,7,0.434,2.571,0.317,0.972,0.232,1.063,-0.073,1.045,-0.206,0.749
1791,8,1.554,1.269,0.016,1.118,0.259,1.110,-0.056,1.078,-0.228,0.764
1791,9,-1.205,2.436,-0.149,1.222,0.396,1.144,-0.038,1.115,-0.234,0.745
1791,10,-0.905,1.370,-0.292,1.253,0.439,1.160,-0.018,1.117,-0.223,0.741
1791,11,-1.409,2.670,-0.299,1.312,0.412,1.146,0.007,1.358,-0.222,0.734
1791,12,0.857,3.242,-0.222,1.271,0.431,1.159,-0.008,1.324,-0.213,0.745
1792,1,0.185,3.503,-0.140,1.114,0.439,1.191,0.014,1.329,-0.226,0.736
1792,2,-1.420,3.484,-0.257,0.936,0.405,1.229,0.029,1.333,-0.209,0.747
1792,3,-0.416,2.576,-0.181,1.072,0.346,1.238,0.015,1.326,-0.198,0.701
1792,4,0.377,1.923,-0.301,1.144,0.321,1.251,0.036,1.308,-0.192,0.700
1792,5,-0.902,2.133,-0.301,1.434,0.303,1.300,0.059,1.274,-0.199,0.698
1792,6,0.186,2.780,-0.356,1.221,0.220,1.400,0.061,1.232,-0.206,0.697
1792,7,1.417,2.595,-0.491,1.402,0.081,1.460,0.079,1.228,-0.212,0.686
1792,8,0.148,2.423,-0.134,1.389,0.008,1.466,0.094,1.213,-0.207,0.680
1792,9,-0.286,3.294,-0.181,1.458,-0.021,1.485,0.129,1.191,-0.212,0.680
1792,10,-2.343,2.321,-0.379,1.641,0.059,1.529,0.129,1.158,-0.197,0.681
1792,11,-1.412,5.358,-0.346,1.579,0.036,1.556,0.129,1.134,-0.189,0.680
1792,12,0.198,1.282,-0.420,1.656,0.047,1.516,0.129,1.161,-0.181,0.690
1793,1,-1.439,5.631,-0.413,1.818,0.046,1.535,0.126,1.147,-0.211,0.707
1793,2,2.867,6.101,-0.398,2.106,0.053,1.565,0.158,1.108,-0.242,0.695
1793,3,-0.986,2.633,-0.481,2.011,0.067,1.577,0.175,1.092,-0.242,0.691
1793,4,-1.990,3.899,-0.214,2.192,0.128,1.551,0.191,1.098,-0.232,0.679
1793,5,-0.514,1.815,-0.066,2.288,0.122,1.577,0.205,1.119,-0.240,0.672
1793,6,-0.704,2.693,-0.050,2.535,0.113,1.556,0.204,1.112,-0.256,0.668
1793,7,1.507,4.294,0.241,3.012,0.143,1.553,0.193,1.076,-0.259,0.669
1793,8,0.320,3.730,0.246,3.148,0.124,1.552,0.212,1.092,-0.262,0.677
1793,9,-1.271,4.289,0.568,3.140,0.028,1.557,0.214,1.088,-0.277,0.670
1793,10,0.852,3.224,0.932,3.088,-0.042,1.586,0.216,1.093,-0.284,0.664
1793,11,0.362,6.546,1.109,3.087,-0.024,1.582,0.216,1.088,-0.281,0.662
1793,12,0.396,4.407,1.265,2.958,-0.007,1.597,0.237,1.041,-0.275,0.660
1794,1,2.054,5.100,1.319,2.788,-0.011,1.578,0.224,1.014,-0.245,0.656
1794,2,2.922,6.774,1.212,2.611,-0.022,1.613,0.167,0.996,-0.242,0.664
1794,3,2.882,3.855,1.135,2.599,0.009,1.626,0.182,0.995,-0.250,0.652
1794,4,2.384,3.233,1.027,2.490,0.007,1.622,0.171,0.997,-0.246,0.647
1794,5,1.603,1.918,0.975,2.255,-0.006,1.666,0.132,0.997,-0.247,0.654
1794,6,1.174,2.521,0.707,2.435,-0.069,1.578,0.119,1.006,-0.254,0.653
1794,7,2.157,2.880,0.015,2.281,-0.040,1.685,0.096,1.019,-0.252,0.641
1794,8,-0.969,2.971,-0.267,1.631,0.042,1.662,0.085,1.043,-0.260,0.638
1794,9,-2.196,2.556,-0.561,1.602,0.035,1.612,0.063,1.063,-0.259,0.660
1794,10,-0.438,2.390,-0.569,1.548,0.046,1.592,0.047,1.060,-0.249,0.661
1794,11,-0.262,4.341,-0.745,1.668,0.105,1.551,0.040,1.049,-0.268,0.655
1794,12,-2.829,5.745,-0.768,1.531,0.120,1.524,-0.028,1.082,-0.288,0.651
1795,1,-6.241,3.655,-1.066,1.705,0.126,1.503,-0.059,1.101,-0.299,0.658
1795,2,-0.466,5.299,-1.012,1.703,0.148,1.520,-0.102,1.114,-0.296,0.654
1795,3,-0.650,3.096,-0.854,1.700,0.197,1.489,-0.154,1.117,-0.272,0.643
1795,4,2.288,1.683,-0.664,1.476,0.243,1.489,-0.097,1.117,-0.268,0.636
1795,5,-0.507,3.465,-0.804,1.477,0.254,1.430,-0.088,1.120,-0.268,0.633
1795,6,0.903,3.693,-0.434,1.446,0.265,1.456,-0.108,1.126,-0.272,0.630
1795,7,-1.417,3.778,0.633,1.033,0.309,1.498,-0.114,1.120,-0.272,0.626
1795,8,-0.330,3.301,0.758,1.189,0.306,1.458,-0.106,1.129,-0.275,0.624
1795,9,-0.297,1.917,0.464,1.184,0.334,1.434,-0.103,1.138,-0.274,0.627
1795,10,1.843,3.111,0.097,1.290,0.385,1.396,-0.092,1.130,-0.289,0.611
1795,11,-1.944,4.086,0.159,1.167,0.429,1.412,-0.070,1.116,-0.306,0.616
1795,12,1.610,4.074,0.110,1.329,0.458,1.380,-0.088,1.091,-0.294,0.604
1796,1,6.562,3.591,0.246,1.248,0.453,1.327,-0.114,1.106,-0.278,0.594
1796,2,1.034,1.935,0.346,1.307,0.471,1.310,-0.136,1.100,-0.265,0.582
1796,3,-4.177,2.326,0.425,1.509,0.518,1.305,-0.127,1.109,-0.260,0.565
1796,4,-2.113,2.516,0.187,1.616,0.483,1.270,-0.144,1.105,-0.273,0.553
1796,5,0.240,1.041,0.168,1.610,0.439,1.147,-0.101,1.105,-0.259,0.539
1796,6,0.311,3.383,-0.212,1.282,0.330,1.097,-0.108,1.096,-0.269,0.535
1796,7,0.213,3.349,-0.598,1.790,0.216,1.039,-0.108,1.073,-0.269,0.534
1796,8,0.867,4.224,-0.392,1.648,0.074,0.954,-0.131,1.082,-0.264,0.536
1796,9,0.649,4.029,-0.112,1.374,-0.031,0.941,-0.112,1.065,-0.250,0.543
1796,10,-1.012,2.913,0.149,1.048,-0.098,0.928,-0.099,1.057,-0.240,0.540
1796,11,-2.171,3.065,0.348,0.879,-0.147,0.932,-0.078,1.066,-0.218,0.912
1796,12,-2.950,4.932,0.412,0.737,-0.194,0.945,-0.082,1.049,-0.198,0.900
1797,1,1.927,6.436,0.540,0.826,-0.246,0.958,-0.090,1.070,-0.190,0.890
1797,2,3.517,3.039,0.595,1.049,-0.235,0.960,-0.070,1.054,-0.188,0.881
1797,3,-0.823,4.325,0.758,1.114,-0.220,0.988,-0.050,1.031,-0.200,0.876
1797,4,1.023,4.303,0.878,1.250,-0.228,0.977,-0.049,1.025,-0.201,0.871
1797,5,2.623,4.851,0.996,1.500,-0.223,0.920,-0.052,1.014,-0.198,0.855
1797,6,1.079,2.017,1.317,1.236,-0.277,0.933,-0.062,1.009,-0.207,0.830
1797,7,1.753,1.305,1.256,1.399,-0.198,0.910,-0.074,0.997,-0.202,0.830
1797,8,1.520,1.852,1.182,1.389,-0.213,0.925,-0.060,1.006,-0.181,0.815
1797,9,2.605,2.238,1.311,1.292,-0.288,0.920,-0.066,0.988,-0.179,0.797
1797,10,0.435,2.400,1.317,1.226,-0.252,0.892,-0.031,0.985,-0.181,0.774
1797,11,-0.763,3.317,1.271,1.262,-0.211,0.899,-0.027,0.949,-0.172,0.748
1797,12,0.906,2.216,1.269,1.261,-0.263,0.918,-0.023,0.959,-0.171,0.761
1798,1,1.200,1.935,1.224,1.202,-0.275,0.893,-0.061,0.995,-0.173,0.745
1798,2,2.630,3.251,1.215,1.304,-0.265,0.907,-0.113,0.940,-0.173,0.710
1798,3,0.718,4.124,1.127,1.265,-0.272,0.909,-0.113,0.938,-0.192,0.691
1798,4,1.091,2.200,0.986,1.245,-0.312,0.930,-0.075,0.909,-0.199,0.690
1798,5,2.082,3.034,0.861,1.177,-0.262,0.872,-0.068,0.912,-0.197,0.696
1798,6,1.050,2.382,0.273,1.016,-0.289,0.863,-0.076,0.909,-0.201,0.688
1798,7,1.217,1.599,-0.227,0.956,-0.372,0.874,-0.081,0.895,-0.207,0.665
1798,8,1.410,3.601,-0.912,0.959,-0.397,0.876,-0.076,0.890,-0.195,0.666
1798,9,1.545,2.007,-1.256,0.823,-0.282,0.860,-0.084,0.874,-0.196,0.645
1798,10,-1.258,2.162,-1.483,0.820,-0.246,0.836,-0.105,0.851,-0.193,0.643
1798,11,-2.264,3.553,-1.771,0.777,-0.178,0.828,-0.116,0.822,-0.193,0.643
1798,12,-6.138,1.943,-1.993,1.013,-0.210,0.796,-0.137,0.805,-0.179,0.614
